product_id,category,cost_price,competitor_price,demand,inventory,season,traffic,optimal_price
1222,Electronics,459.93,691.54,114,94,Festive,1024,646.53
1803,Electronics,491.16,750.65,78,838,Festive,1380,691.95
1265,Beauty,346.78,481.17,330,246,Holiday,2727,506.04
1281,Sports,360.19,457.16,191,856,Holiday,1085,498.26
1787,Sports,489.78,517.29,510,147,Normal,2321,513.0
1380,Electronics,391.97,431.67,445,146,Festive,2050,478.79
1555,Sports,406.12,535.99,815,123,Festive,866,547.66
1061,Electronics,53.1,66.33,193,67,Normal,3821,63.24
1712,Sports,492.22,517.16,706,887,Normal,3234,514.38
1846,Toys,263.21,328.11,685,343,Normal,1704,307.64
1520,Clothing,432.49,503.44,687,720,Festive,2860,542.98
1070,Home,420.3,519.57,350,628,Holiday,193,578.87
1601,Sports,347.98,535.07,690,8,Holiday,4852,542.28
1535,Electronics,325.41,421.31,850,970,Holiday,4285,466.86
1139,Home,485.9,684.26,912,643,Holiday,161,721.58
1315,Home,12.97,14.31,907,847,Normal,3348,27.54
1339,Beauty,271.35,301.21,606,357,Holiday,2453,364.45
1887,Beauty,355.32,524.78,211,362,Festive,4643,495.76
1589,Sports,48.18,59.39,61,565,Normal,1379,52.18
1725,Beauty,198.28,250.78,219,113,Festive,4588,258.09
1527,Electronics,360.81,471.8,209,145,Normal,1555,419.76
1540,Beauty,20.91,33.39,387,335,Holiday,1785,38.44
1415,Clothing,458.67,488.73,564,462,Holiday,1422,597.34
1466,Sports,238.71,381.82,640,933,Normal,3928,318.4
1374,Home,101.3,120.57,574,814,Holiday,846,143.67
1290,Toys,253.46,353.22,632,127,Normal,4631,315.35
1042,Home,38.6,40.84,597,957,Normal,2227,46.88
1863,Clothing,154.9,220.07,621,843,Normal,1973,195.69
1886,Electronics,498.21,589.84,795,971,Festive,1721,629.8
1052,Home,270.05,356.36,594,883,Normal,3047,320.67
1787,Clothing,50.1,53.02,339,24,Festive,1728,65.73
1882,Beauty,395.51,446.05,570,826,Holiday,341,526.93
1231,Sports,46.66,64.39,474,656,Festive,273,68.72
1211,Clothing,226.42,325.66,773,423,Holiday,433,345.99
1007,Clothing,457.7,684.54,808,717,Normal,3579,583.69
1633,Beauty,24.03,26.73,987,257,Normal,2290,43.84
1482,Electronics,474.75,634.37,588,626,Festive,3941,634.4
1041,Toys,185.13,250.63,125,530,Festive,2805,245.5
1332,Toys,32.64,38.66,528,188,Holiday,2904,53.43
1232,Beauty,268.71,368.79,237,717,Festive,3952,360.21
1069,Beauty,379.4,603.3,384,74,Normal,2530,498.66
1878,Home,144.73,161.08,344,619,Festive,4818,178.4
1015,Toys,206.4,263.77,833,54,Festive,1363,282.44
1068,Clothing,470.37,503.81,100,740,Normal,321,485.39
1052,Clothing,360.88,396.78,756,943,Holiday,4646,479.46
1684,Beauty,444.91,684.81,100,359,Normal,3743,565.07
1946,Beauty,485.68,675.42,742,44,Festive,4359,668.02
1993,Clothing,17.01,20.19,862,347,Normal,838,34.11
1773,Clothing,259.83,334.11,116,257,Festive,3352,336.98
1378,Clothing,38.42,52.54,559,674,Holiday,453,62.9
1800,Electronics,347.31,505.1,63,679,Holiday,4553,510.9
1462,Beauty,39.35,62.49,723,533,Festive,2086,68.62
1526,Beauty,68.82,103.58,166,424,Normal,1740,87.4
1781,Home,319.38,429.68,584,204,Holiday,622,465.04
1678,Home,34.54,47.86,901,878,Festive,3280,60.01
1062,Sports,430.19,539.97,274,108,Festive,2441,554.55
1260,Clothing,49.55,58.18,217,55,Normal,3811,57.93
1499,Clothing,352.92,481.38,938,738,Normal,1466,432.22
1120,Sports,472.81,527.06,807,458,Festive,911,584.71
1857,Beauty,423.45,665.47,910,327,Holiday,3945,666.89
1239,Clothing,281.74,428.89,535,901,Festive,2315,403.77
1464,Home,436.77,682.0,530,29,Holiday,871,679.03
1106,Electronics,473.93,515.05,487,72,Normal,3998,503.87
1179,Toys,185.81,286.42,128,768,Normal,2550,234.84
1015,Beauty,443.74,481.67,985,85,Normal,2233,481.98
1354,Electronics,261.38,403.97,8,943,Normal,1522,328.12
1933,Electronics,481.6,737.31,999,484,Festive,1053,699.26
1308,Sports,380.59,508.34,208,364,Festive,1698,503.89
1726,Electronics,199.38,290.14,623,979,Normal,3483,252.32
1588,Clothing,346.03,502.28,233,852,Holiday,3377,511.06
1736,Sports,205.55,279.52,707,127,Festive,847,286.87
1604,Home,402.03,587.11,151,508,Normal,3981,495.05
1180,Electronics,493.3,682.0,163,829,Holiday,3981,710.09
1173,Clothing,295.12,335.75,453,504,Holiday,772,395.76
1353,Clothing,10.32,12.08,526,528,Holiday,2748,21.66
1353,Home,202.45,225.24,595,283,Festive,2279,254.7
1218,Sports,236.55,255.19,872,955,Normal,4666,258.54
1654,Sports,439.35,619.66,211,377,Normal,4258,531.84
1314,Sports,383.68,455.5,45,414,Festive,2165,475.97
1433,Home,66.97,100.72,585,197,Normal,396,94.56
1904,Home,137.67,162.11,552,523,Normal,4651,158.31
1281,Home,145.46,225.44,8,581,Normal,2752,182.7
1258,Sports,208.37,253.66,872,41,Normal,2313,248.25
1867,Electronics,344.12,393.17,410,314,Festive,4379,426.89
1558,Home,382.8,581.75,346,330,Holiday,2575,583.24
1004,Home,223.12,270.77,27,402,Festive,3189,278.94
1573,Sports,477.87,601.36,166,314,Normal,1972,541.36
1979,Home,300.67,329.53,621,96,Holiday,4323,402.21
1595,Electronics,220.63,289.79,548,844,Holiday,672,317.11
1644,Sports,96.86,119.46,523,406,Holiday,849,140.8
1393,Home,446.23,585.51,978,120,Festive,555,601.76
1335,Home,413.42,490.15,215,31,Festive,1777,517.94
1062,Beauty,55.3,75.44,306,479,Holiday,2672,82.92
1792,Beauty,262.46,392.0,513,399,Festive,1004,374.86
1043,Clothing,344.49,488.77,792,54,Festive,1159,483.87
1152,Clothing,458.3,485.95,90,716,Festive,2045,539.09
1925,Home,59.93,83.59,820,777,Normal,1446,84.28
1781,Beauty,487.08,586.59,78,481,Holiday,1459,657.76
1853,Clothing,384.19,434.99,660,796,Normal,2716,418.81
1682,Sports,236.52,355.08,868,810,Holiday,643,368.24
1155,Beauty,215.23,262.25,282,829,Festive,4385,272.52
1477,Electronics,124.01,177.01,843,748,Holiday,3958,194.63
1274,Electronics,126.47,193.84,146,160,Holiday,1189,193.89
1357,Electronics,251.27,371.43,476,668,Festive,1806,355.22
1425,Electronics,315.7,451.52,72,624,Holiday,3804,460.85
1531,Beauty,117.42,178.81,81,376,Normal,4544,147.86
1482,Sports,214.4,311.32,226,308,Normal,2357,265.84
1213,Electronics,179.69,208.41,413,300,Holiday,4629,245.73
1078,Sports,389.69,420.8,437,209,Festive,868,471.39
1138,Clothing,292.98,328.05,363,591,Holiday,3483,388.06
1949,Clothing,52.76,68.91,173,60,Holiday,726,77.18
1097,Home,294.09,338.74,367,228,Holiday,4965,396.14
1888,Beauty,492.53,553.29,28,556,Normal,4559,520.69
1663,Electronics,90.9,136.3,774,785,Normal,2723,125.16
1197,Sports,194.19,251.13,805,785,Holiday,4442,283.38
1784,Sports,119.45,137.33,167,235,Holiday,4389,160.42
1155,Toys,39.26,46.69,3,899,Festive,1592,44.43
1049,Beauty,124.32,155.29,158,35,Normal,4124,142.79
1478,Clothing,344.03,440.09,529,184,Festive,2269,453.32
1227,Beauty,144.98,169.89,205,935,Normal,3858,156.86
1950,Sports,363.48,506.21,498,856,Holiday,1350,531.4
1456,Beauty,228.5,270.3,285,407,Normal,4167,253.06
1521,Toys,110.84,144.16,952,313,Normal,2166,144.98
1148,Clothing,397.75,578.66,811,903,Holiday,1935,599.35
1057,Clothing,296.93,376.99,262,104,Holiday,1369,415.91
1161,Toys,233.95,341.73,507,369,Festive,820,331.23
1862,Electronics,206.53,223.62,624,441,Normal,4417,225.35
1476,Electronics,78.95,86.71,380,664,Holiday,1618,106.85
1106,Toys,34.21,43.12,353,833,Festive,1256,46.69
1426,Electronics,424.94,559.1,486,240,Holiday,1336,606.78
1394,Clothing,180.36,286.21,675,117,Festive,4673,273.25
1800,Sports,252.12,299.88,885,361,Holiday,273,354.92
1185,Electronics,292.3,381.27,601,928,Festive,4736,388.01
1557,Beauty,111.61,138.49,918,607,Holiday,883,168.28
1956,Sports,155.12,175.99,920,537,Normal,1258,181.27
1445,Toys,254.09,361.32,617,677,Holiday,1905,380.18
1640,Home,126.58,133.27,612,261,Holiday,4664,172.5
1916,Electronics,408.09,469.18,181,511,Festive,2965,500.91
1829,Home,277.03,364.45,618,558,Holiday,1148,399.57
1447,Electronics,187.33,262.18,285,209,Holiday,4989,276.24
1086,Sports,188.99,215.34,616,444,Festive,4115,240.61
1248,Home,265.87,383.47,339,935,Holiday,3063,393.24
1840,Clothing,252.41,315.59,418,231,Normal,376,291.21
1439,Electronics,169.54,252.31,128,753,Normal,3022,209.72
1256,Toys,166.08,175.04,891,454,Festive,3193,211.02
1276,Toys,185.2,272.7,191,472,Normal,1082,230.41
1789,Beauty,211.7,287.74,509,619,Normal,556,256.8
1437,Home,218.91,326.44,444,159,Festive,3918,313.6
1515,Toys,122.5,130.59,267,250,Festive,2451,149.01
1576,Beauty,347.12,515.46,750,19,Festive,1274,498.26
1946,Home,452.97,556.61,931,532,Holiday,273,633.99
1201,Sports,245.14,293.34,340,536,Normal,477,273.36
1574,Beauty,383.07,606.33,411,78,Festive,4234,559.99
1654,Electronics,218.52,329.99,818,233,Festive,4741,322.23
1755,Clothing,187.12,240.26,378,872,Holiday,2073,263.67
1803,Sports,174.66,265.59,277,110,Holiday,72,268.78
1796,Home,375.14,564.16,751,83,Normal,924,484.25
1179,Electronics,177.29,220.67,308,203,Normal,3243,204.12
1685,Home,71.99,103.8,319,249,Festive,2711,103.83
1324,Beauty,275.72,341.11,430,982,Festive,2634,353.46
1924,Beauty,495.87,774.43,559,293,Holiday,1829,768.83
1622,Clothing,325.3,386.05,246,483,Holiday,273,439.5
1686,Beauty,397.15,445.49,43,286,Normal,3436,420.75
1474,Sports,317.81,424.47,774,41,Holiday,2916,465.87
1664,Home,318.41,413.75,939,333,Holiday,4878,462.8
1975,Home,366.01,492.93,549,999,Festive,1897,490.36
1399,Sports,136.72,192.13,696,907,Festive,4123,194.32
1867,Beauty,281.65,323.4,619,809,Holiday,3822,381.27
1216,Beauty,339.85,492.86,345,325,Holiday,855,506.59
1808,Sports,464.16,729.74,44,532,Normal,3467,595.17
1960,Clothing,37.35,48.06,177,864,Normal,81,41.92
1452,Electronics,255.67,338.54,206,91,Festive,1208,339.12
1403,Electronics,87.67,114.84,368,472,Normal,321,106.26
1964,Beauty,62.55,91.1,210,679,Holiday,475,93.27
1931,Toys,435.58,481.77,935,343,Holiday,1285,584.56
1988,Electronics,43.52,58.93,770,286,Holiday,2574,76.08
1239,Electronics,209.61,243.68,559,94,Holiday,1874,289.76
1737,Toys,66.03,77.93,540,495,Normal,458,80.31
1185,Electronics,90.04,106.34,657,213,Normal,755,110.26
1047,Beauty,341.66,505.65,913,716,Holiday,2142,523.75
1977,Home,255.14,354.55,378,338,Festive,701,348.99
1385,Beauty,218.34,282.54,92,177,Holiday,4955,305.98
1207,Beauty,349.68,504.35,372,96,Normal,1724,433.98
1156,Toys,102.47,156.99,70,956,Holiday,2252,151.97
1224,Clothing,173.09,209.27,392,245,Normal,3965,197.8
1143,Clothing,491.61,674.01,155,627,Holiday,1289,705.68
1418,Beauty,50.53,78.96,418,807,Festive,4746,76.65
1110,Sports,407.62,528.47,58,168,Festive,3239,529.51
1829,Sports,440.14,568.76,553,921,Holiday,982,620.94
1874,Clothing,450.26,699.1,903,589,Normal,4300,589.79
1873,Toys,140.38,222.45,694,310,Holiday,1289,228.84
1464,Clothing,446.96,617.35,100,100,Festive,1831,600.7
1131,Home,158.42,190.34,620,362,Normal,1563,184.97
1624,Clothing,152.93,190.09,863,752,Festive,411,207.95
1835,Toys,368.25,418.54,505,373,Normal,3163,401.63
1946,Electronics,318.74,492.41,321,695,Normal,2975,408.52
1600,Beauty,220.6,311.4,86,454,Holiday,1715,320.6
1672,Beauty,253.43,300.02,586,902,Holiday,1207,347.29
1333,Toys,250.41,303.91,549,853,Normal,1862,283.88
1919,Beauty,194.82,211.6,571,803,Normal,1289,210.61
1074,Toys,247.02,293.25,754,678,Normal,3430,281.82
1792,Home,163.68,204.81,553,622,Festive,4071,216.75
1411,Home,119.87,167.39,678,319,Normal,2707,155.6
1518,Electronics,416.4,636.61,758,873,Normal,1610,537.3
1624,Beauty,462.31,730.44,164,663,Holiday,4244,711.92
1035,Electronics,329.81,377.09,394,524,Normal,1558,358.71
1777,Clothing,435.01,622.78,913,652,Holiday,1567,652.65
1624,Beauty,157.08,187.57,821,475,Festive,3478,209.93
1803,Electronics,75.4,88.46,9,765,Normal,514,78.29
1222,Home,140.17,161.84,364,937,Holiday,4614,188.64
1722,Toys,123.67,169.73,479,710,Normal,3955,152.73
1529,Home,133.44,155.81,796,696,Festive,3277,177.08
1240,Home,77.85,97.34,356,766,Holiday,3049,110.35
1133,Toys,327.1,427.39,510,94,Festive,1050,436.04
1731,Electronics,436.62,503.56,34,833,Festive,4073,532.1
1390,Electronics,352.54,491.37,19,269,Normal,269,420.99
1101,Electronics,290.51,442.11,800,468,Festive,2606,423.55
1651,Sports,94.37,134.17,275,790,Festive,3299,129.98
1680,Beauty,230.1,314.23,198,689,Festive,358,307.19
1497,Sports,196.36,284.06,719,541,Festive,4204,281.34
1510,Sports,108.25,134.28,632,467,Normal,2196,131.57
1702,Toys,124.97,133.9,173,303,Normal,3043,131.38
1993,Clothing,234.66,258.49,194,45,Holiday,3325,308.9
1536,Clothing,321.32,375.47,360,952,Holiday,4931,431.16
1976,Home,60.38,67.59,656,324,Festive,1888,84.54
1948,Toys,188.32,228.23,375,873,Holiday,560,258.49
1544,Sports,266.77,325.54,578,831,Festive,4568,343.58
1342,Clothing,277.3,301.29,149,462,Holiday,3423,359.29
1840,Sports,151.34,199.19,659,961,Festive,4849,206.34
1005,Beauty,316.85,353.34,825,593,Normal,3172,348.63
1957,Sports,157.61,210.05,459,810,Normal,3702,188.96
1193,Home,19.64,24.03,68,463,Holiday,167,25.79
1741,Electronics,381.76,415.08,303,970,Festive,2198,456.89
1136,Home,216.47,297.95,708,766,Holiday,3719,321.66
1834,Sports,489.15,627.26,422,443,Holiday,4036,686.72
1911,Toys,77.57,120.53,912,172,Normal,2685,116.43
1472,Sports,210.24,281.43,810,349,Normal,4068,260.29
1215,Electronics,295.25,320.94,650,520,Normal,1004,318.5
1348,Home,266.47,383.26,848,966,Normal,4996,337.0
1875,Home,132.67,207.78,386,418,Festive,4284,195.76
1182,Sports,460.46,485.01,3,973,Normal,4269,467.93
1167,Beauty,262.86,283.18,269,687,Normal,758,274.96
1793,Toys,424.19,642.3,721,914,Festive,3706,606.72
1037,Toys,376.66,471.41,582,333,Holiday,2375,528.18
1674,Clothing,210.09,249.28,455,68,Festive,3271,269.96
1470,Sports,339.49,395.0,734,409,Holiday,790,464.75
1451,Sports,68.1,104.89,436,900,Holiday,1071,107.74
1954,Toys,477.88,546.26,888,492,Festive,217,599.05
1489,Clothing,313.35,383.98,44,404,Normal,4086,347.52
1141,Electronics,65.45,104.2,625,462,Holiday,3525,111.38
1759,Sports,414.93,504.45,16,495,Holiday,2567,561.27
1942,Beauty,399.82,501.59,976,705,Holiday,3809,566.66
1102,Electronics,205.54,281.42,567,710,Festive,4908,282.1
1710,Electronics,80.29,94.58,864,319,Holiday,3800,123.19
1711,Electronics,196.39,257.56,400,645,Normal,4557,231.75
1041,Sports,309.54,392.69,856,894,Normal,2193,363.76
1946,Toys,434.26,519.49,263,686,Holiday,2147,587.27
1146,Electronics,136.65,155.75,451,231,Normal,3623,154.06
1065,Home,200.82,280.03,340,746,Festive,3476,273.62
1942,Sports,478.28,610.53,905,490,Normal,2459,560.05
1192,Sports,398.63,472.79,817,937,Normal,3522,447.36
1297,Clothing,265.48,317.58,329,701,Holiday,1941,360.98
1037,Toys,209.11,224.05,110,966,Festive,1089,245.32
1501,Electronics,342.19,445.43,221,167,Festive,2421,448.72
1652,Sports,417.88,584.1,443,182,Normal,2739,508.94
1617,Toys,67.99,85.42,910,676,Festive,1248,101.72
1427,Beauty,464.83,627.99,315,519,Festive,809,619.84
1663,Beauty,100.44,113.41,795,765,Festive,1610,134.07
1351,Toys,358.38,529.26,766,167,Festive,1680,512.06
1925,Sports,78.02,83.53,523,888,Normal,3215,86.8
1325,Sports,62.64,78.82,149,641,Normal,4244,70.5
1037,Beauty,97.59,124.83,286,557,Holiday,1392,138.54
1096,Beauty,27.63,41.84,822,505,Normal,755,48.65
1107,Home,465.82,527.42,586,4,Holiday,4050,624.78
1630,Beauty,68.1,73.46,125,635,Normal,3616,70.1
1150,Home,397.55,476.65,626,153,Festive,1445,508.49
1073,Sports,370.62,396.38,820,775,Holiday,2773,488.68
1056,Electronics,342.0,378.8,328,327,Holiday,603,450.82
1877,Toys,466.05,578.93,888,849,Holiday,1928,652.52
1334,Toys,487.87,559.77,38,940,Festive,267,593.06
1251,Toys,38.84,45.06,232,146,Holiday,2985,55.57
1918,Electronics,448.39,668.07,739,390,Festive,3212,638.32
1803,Clothing,12.1,17.71,55,567,Festive,240,14.98
1824,Toys,351.88,399.04,782,101,Festive,4386,443.38
1766,Home,212.41,304.03,845,274,Festive,3117,305.61
1253,Beauty,29.74,35.27,777,723,Normal,2358,44.43
1384,Home,253.3,268.01,262,865,Normal,3787,261.57
1455,Clothing,201.02,217.65,248,581,Holiday,4233,261.65
1258,Clothing,153.24,181.51,445,253,Holiday,825,213.32
1781,Home,123.26,146.68,308,705,Festive,3202,156.09
1464,Beauty,371.93,464.39,576,524,Holiday,1775,520.04
1033,Sports,129.12,184.76,530,351,Holiday,3032,198.06
1494,Sports,182.44,280.82,683,556,Festive,1903,269.88
1325,Sports,388.28,510.67,94,726,Holiday,468,544.79
1836,Toys,271.59,338.88,210,404,Normal,960,307.42
1237,Clothing,431.76,534.45,438,151,Holiday,2442,599.05
1690,Toys,403.12,607.17,836,904,Festive,2848,577.81
1615,Home,41.87,62.76,841,493,Festive,1082,72.95
1540,Clothing,306.9,419.89,63,420,Holiday,344,439.28
1738,Beauty,106.77,121.09,999,584,Holiday,2836,157.68
1465,Toys,87.88,111.11,212,92,Normal,4830,103.28
1743,Electronics,237.62,338.16,993,425,Festive,4945,341.27
1303,Clothing,377.36,552.04,656,229,Holiday,3067,571.02
1861,Beauty,449.67,511.37,240,564,Festive,3871,549.95
1846,Beauty,418.26,582.06,634,978,Festive,2749,570.69
1116,Beauty,491.24,673.68,837,559,Holiday,4355,719.22
1206,Electronics,73.85,117.36,54,788,Normal,369,92.74
1911,Sports,176.67,247.01,425,132,Holiday,152,263.85
1696,Home,91.41,130.6,868,917,Festive,2661,137.49
1480,Clothing,210.47,275.32,476,502,Festive,1201,281.48
1649,Electronics,313.08,344.13,193,134,Holiday,3427,410.06
1402,Beauty,470.9,738.62,919,633,Normal,3626,619.98
1996,Electronics,18.24,25.51,613,993,Festive,2227,31.91
1834,Clothing,441.87,502.6,221,83,Festive,51,542.52
1675,Home,431.7,514.51,565,960,Normal,544,479.6
1899,Clothing,271.94,319.21,863,746,Festive,3569,349.9
1586,Toys,159.51,178.31,188,137,Normal,2034,171.98
1232,Electronics,150.7,206.29,431,64,Festive,1888,209.4
1928,Toys,427.6,668.8,657,251,Festive,1237,624.22
1283,Beauty,217.79,232.15,170,966,Holiday,4946,277.99
1479,Toys,341.63,393.55,387,352,Festive,4656,424.81
1888,Beauty,491.33,706.35,499,77,Festive,1625,682.13
1766,Sports,344.57,386.02,22,881,Holiday,338,447.47
1975,Sports,170.6,207.37,745,477,Festive,1567,227.09
1008,Home,438.71,490.85,373,96,Festive,2484,537.57
1714,Home,450.39,661.4,57,44,Holiday,1093,669.41
1901,Toys,383.87,424.6,381,155,Normal,4870,411.08
1378,Toys,478.47,728.65,748,504,Festive,4635,687.77
1816,Sports,410.21,517.16,824,898,Festive,4439,537.21
1602,Sports,124.65,180.35,992,45,Normal,4317,172.12
1380,Clothing,441.28,597.45,61,973,Festive,4900,581.91
1843,Clothing,148.38,192.74,87,233,Holiday,3022,208.23
1661,Toys,481.21,728.22,77,151,Festive,4418,677.68
1359,Beauty,291.54,416.12,447,153,Holiday,2440,434.89
1175,Toys,386.04,573.63,277,234,Normal,605,484.21
1484,Beauty,425.37,539.68,248,560,Holiday,2366,591.03
1404,Sports,474.28,661.17,924,584,Normal,3882,583.28
1032,Clothing,18.67,24.36,972,853,Holiday,3175,41.36
1464,Sports,108.98,154.78,21,153,Holiday,3841,158.78
1695,Sports,103.32,134.88,499,440,Festive,4927,142.38
1156,Home,85.71,96.19,99,320,Normal,2718,91.33
1564,Sports,458.86,658.25,500,846,Holiday,3297,679.04
1807,Beauty,209.83,225.06,435,713,Holiday,229,275.04
1201,Home,147.03,225.7,228,491,Festive,1454,210.52
1785,Clothing,22.41,27.15,334,382,Festive,943,32.91
1174,Beauty,233.44,273.13,787,741,Festive,196,300.34
1243,Electronics,319.97,470.79,531,896,Festive,4495,449.52
1268,Clothing,332.16,465.42,141,238,Holiday,2206,483.46
1922,Toys,217.51,293.28,601,542,Normal,2304,264.7
1445,Electronics,436.07,497.91,812,723,Holiday,1964,588.63
1073,Beauty,347.42,530.03,473,199,Normal,4884,447.19
1095,Clothing,27.05,38.02,921,957,Normal,1931,46.17
1872,Electronics,220.33,278.27,844,950,Normal,1344,261.43
1172,Electronics,372.36,461.93,201,182,Holiday,1664,513.34
1898,Clothing,491.92,784.61,895,626,Festive,1197,726.82
1405,Sports,31.65,45.89,199,337,Holiday,3886,48.98
1154,Beauty,111.01,129.96,535,947,Festive,2411,143.1
1182,Beauty,47.53,69.15,764,91,Holiday,3100,85.05
1322,Home,178.55,224.21,507,14,Festive,1913,238.23
1288,Clothing,455.63,624.17,944,412,Normal,3253,556.72
1257,Beauty,260.58,380.86,375,274,Normal,2764,326.85
1586,Electronics,465.88,542.43,867,990,Normal,130,516.54
1173,Clothing,100.61,110.7,7,221,Holiday,4863,129.84
1329,Toys,437.75,549.62,246,427,Holiday,2369,605.91
1230,Electronics,60.83,83.62,548,691,Holiday,4962,94.94
1758,Clothing,301.51,326.11,538,459,Festive,3420,367.5
1160,Electronics,165.62,226.03,240,165,Normal,588,199.8
1185,Electronics,426.13,495.18,176,552,Holiday,3641,567.95
1902,Clothing,148.28,212.51,38,316,Festive,114,201.82
1142,Home,424.47,634.98,592,349,Festive,3181,603.49
1281,Electronics,167.57,267.51,442,627,Normal,1629,223.24
1906,Clothing,62.42,80.23,465,194,Holiday,1157,95.26
1639,Sports,439.69,584.45,623,657,Normal,196,521.25
1677,Toys,61.33,71.13,272,446,Holiday,2175,84.77
1026,Sports,318.87,376.56,46,147,Normal,3748,347.9
1245,Toys,260.01,275.61,886,888,Normal,3552,281.09
1486,Home,387.41,598.55,865,148,Festive,1130,567.65
1646,Clothing,349.43,487.21,476,454,Holiday,4284,512.93
1896,Toys,334.59,401.46,157,296,Normal,3576,369.68
1201,Home,213.04,325.67,184,822,Festive,1738,300.88
1020,Toys,331.89,527.83,181,746,Festive,1200,479.53
1590,Electronics,197.13,215.14,847,469,Holiday,997,270.01
1669,Toys,232.8,358.66,717,12,Festive,1679,344.93
1093,Toys,82.45,113.55,95,513,Festive,4525,109.7
1007,Sports,92.36,100.24,636,493,Normal,3902,106.56
1471,Home,485.54,748.41,269,211,Holiday,816,742.68
1338,Electronics,419.65,625.31,227,509,Festive,3921,587.42
1258,Sports,410.59,479.93,567,575,Holiday,4688,556.37
1054,Home,39.23,53.95,417,224,Holiday,807,63.62
1910,Electronics,179.97,259.15,321,419,Festive,3753,250.88
1547,Toys,84.11,125.52,882,153,Festive,2175,134.31
1005,Beauty,228.77,285.99,144,503,Normal,4943,257.74
1376,Sports,362.47,507.07,748,457,Normal,861,447.44
1553,Electronics,228.17,340.06,73,97,Holiday,827,342.13
1049,Beauty,434.49,634.1,78,745,Holiday,1804,640.75
1111,Home,290.91,347.01,550,389,Festive,1380,371.65
1145,Beauty,197.2,223.13,778,903,Holiday,4415,270.51
1229,Toys,151.22,228.91,898,136,Normal,4711,207.34
1722,Sports,264.3,338.15,854,552,Holiday,634,381.62
1496,Clothing,423.75,509.15,927,237,Holiday,1138,589.74
1305,Home,442.06,466.2,291,38,Holiday,4048,570.28
1541,Beauty,38.42,59.11,920,670,Holiday,3407,73.42
1460,Electronics,176.98,251.12,881,782,Normal,1615,227.76
1806,Clothing,280.6,378.69,626,134,Holiday,1466,411.64
1627,Clothing,383.69,464.91,823,374,Festive,4451,496.44
1907,Home,109.27,144.55,245,268,Holiday,4928,157.79
1225,Beauty,299.85,404.08,782,119,Festive,3929,411.99
1058,Sports,197.52,240.97,4,612,Normal,4528,216.26
1075,Beauty,163.87,206.85,204,999,Festive,3304,209.03
1427,Beauty,319.17,384.74,269,713,Festive,1958,401.65
1727,Home,57.89,79.97,985,505,Holiday,3942,100.58
1131,Home,96.29,115.49,699,99,Holiday,1235,143.45
1931,Electronics,154.78,173.03,624,707,Festive,2025,196.07
1497,Sports,181.64,259.68,976,805,Normal,4822,236.16
1815,Home,175.25,216.98,330,584,Festive,3496,226.08
1909,Electronics,452.4,641.28,269,896,Holiday,590,660.84
1592,Toys,278.6,444.08,478,313,Holiday,4274,438.98
1304,Clothing,337.73,496.81,38,313,Normal,4149,416.46
1066,Electronics,487.78,763.63,719,942,Normal,1081,635.37
1229,Sports,385.82,590.33,699,644,Holiday,1952,595.29
1982,Electronics,187.79,218.29,93,997,Holiday,4274,246.86
1332,Toys,205.68,291.38,810,558,Normal,2687,261.94
1904,Electronics,201.41,224.82,645,494,Normal,4399,223.54
1276,Home,189.22,299.1,12,534,Holiday,3623,289.04
1872,Sports,249.3,292.4,581,79,Festive,1783,319.47
1583,Electronics,56.26,70.88,921,104,Normal,4553,81.47
1720,Beauty,123.65,195.53,433,140,Normal,1983,167.55
1783,Electronics,230.37,291.52,342,972,Normal,3533,262.92
1143,Clothing,350.08,518.18,895,686,Normal,2387,448.6
1250,Clothing,112.0,173.8,590,383,Normal,3196,152.79
1795,Electronics,125.03,132.73,771,303,Festive,3612,161.54
1690,Toys,197.99,274.71,562,97,Festive,568,276.8
1951,Electronics,279.8,363.14,501,142,Holiday,2957,400.73
1079,Beauty,389.64,539.41,950,645,Festive,538,538.75
1056,Electronics,313.5,487.71,920,177,Festive,434,465.14
1365,Home,39.85,59.71,191,670,Normal,4470,50.25
1307,Sports,58.77,68.73,258,291,Normal,2246,67.46
1173,Toys,146.02,177.67,413,228,Normal,3351,168.96
1461,Beauty,209.29,255.49,458,441,Normal,2801,239.34
1749,Electronics,277.14,330.19,720,315,Festive,1789,358.06
1677,Toys,248.85,375.15,120,981,Festive,1440,346.82
1595,Home,74.83,95.94,677,901,Normal,4928,94.42
1492,Toys,146.88,234.6,291,967,Normal,3972,191.72
1559,Electronics,441.49,652.1,506,750,Normal,4117,553.17
1638,Beauty,303.9,383.65,130,684,Normal,55,342.96
1680,Beauty,433.29,624.79,156,961,Normal,1063,527.36
1865,Clothing,207.46,306.74,310,873,Holiday,3792,310.8
1373,Clothing,302.78,444.78,295,894,Festive,939,420.63
1954,Electronics,31.71,38.81,957,307,Normal,3075,52.87
1348,Sports,228.97,324.94,775,641,Normal,2370,289.25
1066,Home,441.94,697.57,344,918,Holiday,370,682.53
1329,Clothing,105.72,166.06,834,137,Holiday,689,178.32
1851,Clothing,101.41,125.25,987,532,Festive,2138,145.62
1193,Sports,414.76,627.51,388,33,Festive,4903,590.94
1154,Toys,245.84,318.41,377,489,Normal,3615,287.22
1159,Beauty,55.85,83.41,750,109,Holiday,2813,98.05
1695,Electronics,382.17,405.14,797,571,Holiday,4327,502.28
